"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"amidon, north dakota","Population2000","26","5512121: CapitalBot","null"
"marmarth, north dakota","Population2000","140","5512121: CapitalBot","null"
"belfield, north dakota","Population2000","866","5512121: CapitalBot","null"
"dickinson, north dakota","Population2000","16010","5512121: CapitalBot","null"
"gladstone, north dakota","Population2000","248","5512121: CapitalBot","null"
"richardton, north dakota","Population2000","619","5512121: CapitalBot","null"
"south heart, north dakota","Population2000","307","5512121: CapitalBot","null"
"taylor, north dakota","Population2000","150","5512121: CapitalBot","null"
"finley, north dakota","Population2000","515","5512121: CapitalBot","null"
"hope, north dakota","Population2000","303","5512121: CapitalBot","null"
"luverne, north dakota","Population2000","44","5512121: CapitalBot","null"
"sharon, north dakota","Population2000","109","5512121: CapitalBot","null"
"buchanan, north dakota","Population2000","77","5512121: CapitalBot","null"
"cleveland, north dakota","Population2000","112","5512121: CapitalBot","null"
"courtenay, north dakota","Population2000","53","5512121: CapitalBot","null"
"jamestown, north dakota","Population2000","15527","5512121: CapitalBot","null"
"kensal, north dakota","Population2000","161","5512121: CapitalBot","null"
"medina, north dakota","Population2000","335","5512121: CapitalBot","null"
"montpelier, north dakota","Population2000","103","5512121: CapitalBot","null"
"pingree, north dakota","Population2000","66","5512121: CapitalBot","null"
"spiritwood lake, north dakota","Population2000","72","5512121: CapitalBot","null"
"streeter, north dakota","Population2000","172","5512121: CapitalBot","null"
"woodworth, north dakota","Population2000","80","5512121: CapitalBot","null"
"bisbee, north dakota","Population2000","167","5512121: CapitalBot","null"
"cando, north dakota","Population2000","1342","5512121: CapitalBot","null"
"egeland, north dakota","Population2000","49","5512121: CapitalBot","null"
"hansboro, north dakota","Population2000","8","5512121: CapitalBot","null"
"maza, north dakota","Population2000","5","5512121: CapitalBot","null"
"perth, north dakota","Population2000","13","5512121: CapitalBot","null"
"rocklake, north dakota","Population2000","194","5512121: CapitalBot","null"
"buxton, north dakota","Population2000","350","5512121: CapitalBot","null"
"clifford, north dakota","Population2000","51","5512121: CapitalBot","null"
"galesburg, north dakota","Population2000","157","5512121: CapitalBot","null"
"hatton, north dakota","Population2000","707","5512121: CapitalBot","null"
"mayville, north dakota","Population2000","1953","5512121: CapitalBot","null"
"portland, north dakota","Population2000","604","5512121: CapitalBot","null"
"adams, north dakota","Population2000","203","5512121: CapitalBot","null"
"ardoch, north dakota","Population2000","61","5512121: CapitalBot","null"
"conway, north dakota","Population2000","23","5512121: CapitalBot","null"
"edinburg, north dakota","Population2000","252","5512121: CapitalBot","null"
"fairdale, north dakota","Population2000","51","5512121: CapitalBot","null"
"fordville, north dakota","Population2000","266","5512121: CapitalBot","null"
"forest river, north dakota","Population2000","154","5512121: CapitalBot","null"
"grafton, north dakota","Population2000","4516","5512121: CapitalBot","null"
"hoople, north dakota","Population2000","292","5512121: CapitalBot","null"
"lankin, north dakota","Population2000","131","5512121: CapitalBot","null"
"minto, north dakota","Population2000","657","5512121: CapitalBot","null"
"park river, north dakota","Population2000","1535","5512121: CapitalBot","null"
"pisek, north dakota","Population2000","96","5512121: CapitalBot","null"
"berthold, north dakota","Population2000","466","5512121: CapitalBot","null"
"burlington, north dakota","Population2000","1096","5512121: CapitalBot","null"
"carpio, north dakota","Population2000","148","5512121: CapitalBot","null"
"des lacs, north dakota","Population2000","209","5512121: CapitalBot","null"
"donnybrook, north dakota","Population2000","90","5512121: CapitalBot","null"
"douglas, north dakota","Population2000","64","5512121: CapitalBot","null"
"kenmare, north dakota","Population2000","1081","5512121: CapitalBot","null"
"makoti, north dakota","Population2000","145","5512121: CapitalBot","null"
"minot, north dakota","Population2000","36567","685287: Grejlen","null"
"minot, north dakota","Population2000","36567","5512121: CapitalBot","null"
"ryder, north dakota","Population2000","92","5512121: CapitalBot","null"
"sawyer, north dakota","Population2000","377","5512121: CapitalBot","null"
"surrey, north dakota","Population2000","917","5512121: CapitalBot","null"
"bowdon, north dakota","Population2000","139","5512121: CapitalBot","null"
"cathay, north dakota","Population2000","56","5512121: CapitalBot","null"
"fessenden, north dakota","Population2000","625","5512121: CapitalBot","null"
"hamberg, north dakota","Population2000","28","5512121: CapitalBot","null"
"harvey, north dakota","Population2000","1989","5512121: CapitalBot","null"
"hurdsfield, north dakota","Population2000","91","5512121: CapitalBot","null"
"sykeston, north dakota","Population2000","153","5512121: CapitalBot","null"
"alamo, north dakota","Population2000","51","5512121: CapitalBot","null"
"epping, north dakota","Population2000","79","5512121: CapitalBot","null"
"grenora, north dakota","Population2000","202","5512121: CapitalBot","null"
"ray, north dakota","Population2000","534","5512121: CapitalBot","null"
"ray, north dakota","Population2000","3","0 (165.234.100.88)","null"
"ray, north dakota","Population2000","534","176938: MatthewUND","null"
"springbrook, north dakota","Population2000","26","5512121: CapitalBot","null"
"tioga, north dakota","Population2000","1125","5512121: CapitalBot","null"
"wildrose, north dakota","Population2000","129","5512121: CapitalBot","null"
"williston, north dakota","Population2000","12512","5512121: CapitalBot","null"
"cherry fork, ohio","Population2000","127","5512121: CapitalBot","null"
"manchester, ohio","Population2000","2043","5512121: CapitalBot","null"
"peebles, ohio","Population2000","1739","5512121: CapitalBot","null"
"rome, ohio","Population2000","117","5512121: CapitalBot","null"
"seaman, ohio","Population2000","1039","5512121: CapitalBot","null"
"beaverdam, ohio","Population2000","356","5512121: CapitalBot","null"
"cairo, ohio","Population2000","499","5512121: CapitalBot","null"
"elida, ohio","Population2000","1917","5512121: CapitalBot","null"
"fort shawnee, ohio","Population2000","3855","5512121: CapitalBot","null"
"harrod, ohio","Population2000","491","5512121: CapitalBot","null"
"lafayette, ohio","Population2000","304","5512121: CapitalBot","null"
"lima, ohio","Population2000","40081","3922229: Hmwith","null"
"lima, ohio","Population2000","40081000","0 (59.100.77.217)","null"
"lima, ohio","Population2000","40081","5512121: CapitalBot","null"
"spencerville, ohio","Population2000","2235","5512121: CapitalBot","null"
"ashland, ohio","Population2000","21249","5512121: CapitalBot","null"
"bailey lakes, ohio","Population2000","397","5512121: CapitalBot","null"
"hayesville, ohio","Population2000","348","5512121: CapitalBot","null"
"jeromesville, ohio","Population2000","478","5512121: CapitalBot","null"
"mifflin, ohio","Population2000","144","5512121: CapitalBot","null"
"perrysville, ohio","Population2000","816","5512121: CapitalBot","null"
"polk, ohio","Population2000","357","5512121: CapitalBot","null"
"savannah, ohio","Population2000","372","5512121: CapitalBot","null"
"andover, ohio","Population2000","1269","5512121: CapitalBot","null"
"ashtabula, ohio","Population2000","20962","5512121: CapitalBot","null"
"conneaut, ohio","Population2000","12485","5512121: CapitalBot","null"
"edgewood, ohio","Population2000","4762","5512121: CapitalBot","null"
"geneva, ohio","Population2000","6595","5512121: CapitalBot","null"
"geneva-on-the-lake, ohio","Population2000","1545","5512121: CapitalBot","null"
"jefferson, ohio","Population2000","3572","5512121: CapitalBot","null"
"north kingsville, ohio","Population2000","2658","5512121: CapitalBot","null"
"orwell, ohio","Population2000","1519","5512121: CapitalBot","null"
"roaming shores, ohio","Population2000","1239","5512121: CapitalBot","null"
"rock creek, ohio","Population2000","584","5512121: CapitalBot","null"
"albany, ohio","Population2000","808","5512121: CapitalBot","null"
"amesville, ohio","Population2000","184","5512121: CapitalBot","null"
"chauncey, ohio","Population2000","1067","5512121: CapitalBot","null"
"coolville, ohio","Population2000","528","5512121: CapitalBot","null"
"glouster, ohio","Population2000","1972","5512121: CapitalBot","null"
"jacksonville, ohio","Population2000","544","5512121: CapitalBot","null"
"nelsonville, ohio","Population2000","5230","5512121: CapitalBot","null"
"the plains, ohio","Population2000","2931","5512121: CapitalBot","null"
"trimble, ohio","Population2000","466","5512121: CapitalBot","null"
"buckland, ohio","Population2000","255","5512121: CapitalBot","null"
"cridersville, ohio","Population2000","1817","5512121: CapitalBot","null"
"minster, ohio","Population2000","2794","5512121: CapitalBot","null"
"new bremen, ohio","Population2000","2909","5512121: CapitalBot","null"
"new knoxville, ohio","Population2000","891","5512121: CapitalBot","null"
"st. marys, ohio","Population2000","29636","2207060: C187","null"
"st. marys, ohio","Population2000","8342","191095: Prinzwilhelm","null"
"st. marys, ohio","Population2000","12932","0 (65.123.80.33)","null"
"st. marys, ohio","Population2000","8342","5512121: CapitalBot","null"
"uniopolis, ohio","Population2000","256","5512121: CapitalBot","null"
"wapakoneta, ohio","Population2005","9474","191095: Prinzwilhelm","null"
"wapakoneta, ohio","Population2005","9474","5512121: CapitalBot","null"
"barnesville, ohio","Population2000","4225","5512121: CapitalBot","null"
"bellaire, ohio","Population2000","4892","5512121: CapitalBot","null"
"belmont, ohio","Population2000","532","5512121: CapitalBot","null"
"bethesda, ohio","Population2000","1413","5512121: CapitalBot","null"
"bridgeport, ohio","Population2000","2186","5512121: CapitalBot","null"
"brookside, ohio","Population2000","644","5512121: CapitalBot","null"
"flushing, ohio","Population2000","900","5512121: CapitalBot","null"
"holloway, ohio","Population2000","345","5512121: CapitalBot","null"
"martins ferry, ohio","Population2000","7226","5512121: CapitalBot","null"
"morristown, ohio","Population2000","299","5512121: CapitalBot","null"
"neffs, ohio","Population2000","1138","5512121: CapitalBot","null"
"powhatan point, ohio","Population2000","1744","5512121: CapitalBot","null"
"shadyside, ohio","Population2000","3675","5512121: CapitalBot","null"
"st. clairsville, ohio","Population2000","5057","5512121: CapitalBot","null"
"aberdeen, ohio","Population2000","1603","5512121: CapitalBot","null"
